         26059995 function calls (26045129 primitive calls) in 52.058 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\_ufunc_config.py:434(__exit__)
      207    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset11.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\chartspace.py:7(<module>)
    32/26    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:669(__hash__)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\ops\array_ops.py:138(_na_arithmetic_op)
       17    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:476(_consolidate_check)
        2    0.000    0.000    0.002    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\serialization.py:210(__init__)
      171    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\base.py:223(__init__)
        3    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\ntpath.py:178(split)
        9    0.000    0.000    0.915    0.102 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_openpyxl.py:506(__init__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\excel\_openpyxl.py:524(_workbook_class)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\dimensions.py:190(__init__)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       14    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:113(_type_check)
       90    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:1988(extract_pandas_array)
       30    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:2010(extend_blocks)
        1    0.000    0.000    0.050    0.050 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\__init__.py:3(<module>)
       24    0.000    0.000    0.002    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:1231(get_node_list)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\drawing\text.py:4(<module>)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:1811(close)
       33    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:5562(f)
        9    0.000    0.000    0.008    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\construction.py:100(arrays_to_mgr)
       25    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\codecs.py:319(decode)
       71    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:756(_reset_identity)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:884(__init__)
        1    0.000    0.000    0.008    0.008 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chartsheet\chartsheet.py:3(<module>)
       72    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\version\__init__.py:346(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\child.py:70(title)
       41    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\_ufunc_config.py:429(__enter__)
      435    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:898(cast)
        9    0.000    0.000    0.015    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\workbook.py:31(__init__)
       56    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:5695(_maybe_cast_indexer)
        9    0.000    0.000    0.004    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\excel.py:122(__init__)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\_patch_torch.py:1(<module>)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\nanops.py:1426(_maybe_null_out)
        8    0.000    0.000    0.003    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\generic.py:3620(_take_with_is_copy)
        2    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\flow_moving_device\fan\fan_model.py:5(__init__)
       48    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\storage.py:362(__init__)
       28    0.000    0.000    0.635    0.023 <frozen importlib._bootstrap>:994(_gcd_import)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\lib\function_base.py:2200(<listcomp>)
       35    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:779(is_unsigned_integer_dtype)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\stylesheet.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\tempfile.py:142(rng)
      162    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexers.py:66(is_list_like_indexer)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_compile.py:411(_mk_bitmap)
        6    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset9.py:3244(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\surface_chart.py:3(<module>)
        9    0.000    0.000    0.294    0.033 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\reader\excel.py:288(load_workbook)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\encodings\cp437.py:3(<module>)
      203    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\missing.py:552(na_value_for_dtype)
       18    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\missing.py:480(_array_equivalent_object)
       72    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\numbers.py:112(is_timedelta_format)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:681(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\chart\plotarea.py:3(<module>)
      100    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\managers.py:158(blknos)
       27    0.000    0.000    0.000    0.000 <string>:2(__init__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:209(_EndRecData64)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\numeric.py:2385(array_equal)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
        1    0.000    0.000    0.004    0.004 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\table.py:3(<module>)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\frame.py:780(axes)
       79    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\sre_parse.py:96(closegroup)
        1    0.000    0.000    0.014    0.014 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_registry.py:28(_import_symbolic_opsets)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\urllib\parse.py:112(_coerce_args)
       10    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\lib\function_base.py:2224(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_prepare_division_for_onnx}
       79    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\utils\cell.py:105(get_column_letter)
       56    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.140    0.140 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\simulator\simulator.py:46(get_simulation_timesteps)
       20    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\util\_decorators.py:214(_format_argument_list)
        1    0.000    0.000    0.032    0.032 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\__init__.py:4(<module>)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\contextlib.py:352(__init__)
        1    0.000    0.000    0.001    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\tokenize.py:443(open)
       22    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_object.py:3(__init__)
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\urllib\parse.py:415(_remove_unsafe_bytes_from_url)
       37    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\common.py:564(is_excluded_dtype)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\page.py:167(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
        9    0.000    0.000    0.008    0.001 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\construction.py:800(create_series_with_explicit_dtype)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_opset8.py:31(<module>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        8    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:3488(_get_indexer)
        9    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\series.py:4572(reindex)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\typing.py:180(_subs_tvars)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\base_parser.py:232(_validate_parse_dates_presence)
       54    0.000    0.000    0.009    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\descriptors\sequence.py:84(from_tree)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:1005(_get_lines)
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\dtypes\dtypes.py:1139(construct_from_string)
        9    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\workbook\child.py:45(__init__)
        1    0.000    0.000    0.002    0.002 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\pivot\cache.py:3(<module>)
       40    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\array_algos\take.py:301(_get_take_nd_function)
      106    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pydot.py:520(set_sequence)
       22    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref\device\device.py:4(__init__)
        1    0.000    0.000    0.009    0.009 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\symbolic_caffe2.py:1(<module>)
       50    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\building_device.py:5(__init__)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\zipfile.py:1397(<listcomp>)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\table.py:3(<module>)
        1    0.000    0.000    0.003    0.003 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\compat\__init__.py:3(<module>)
       48    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\storage.py:295(__new__)
        3    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\borders.py:105(__iter__)
       17    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexes\base.py:2382(inferred_type)
      162    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:1480(<genexpr>)
      117    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\styles\colors.py:97(value)
        8    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\os.py:676(__getitem__)
      128    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\inspect.py:2835(parameters)
       55    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\onnx\utils.py:48(select_model_mode_for_export)
       45    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\shutil.py:1170(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\io\parsers\python_parser.py:856(_get_index_name)
       18    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\worksheet\views.py:143(__init__)
        6    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001D1E12E45E8}
        1    0.000    0.000    0.216    0.216 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\openpyxl\packaging\manifest.py:5(<module>)
       21    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\enum.py:381(__setattr__)
       49    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\torch\nn\modules\module.py:1211(remove_from)
       76    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\numpy\core\_methods.py:54(_any)
       11    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:2357(check_bool_indexer)
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
       16    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\copyreg.py:96(_slotnames)
       81    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\indexing.py:133(iloc)
       10    0.000    0.000    0.000    0.000 {built-in method torch._C.get}
       36    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\types.py:164(__get__)
       16    0.000    0.000    0.001    0.000 C:\ProgramData\Anaconda3\envs\py3-7-12\lib\site-packages\pandas\core\internals\blocks.py:406(_split_op_result)
        2    0.000    0.000    0.000    0.000 c:\Users\jabj\OneDrive - Syddansk Universitet\PhD_Project_Jakob\Twin4build\python\BuildingEnergyModel\BuildingEnergyModel\twin4build\saref4bldg\physical_object\building_object\building_device\distribution_device\distribution_flow_device\flow_controller\damper\damper_model.py:4(__init__)
